ACCLASS,VISIBILITY,LIGHT,INJURY,INVTYPE,INITDIR,DIVISION,COLLISION_DATE,COLLISION_YEAR,COLLISION_TIME,HOUR,WEATHER,NEIGHBOURHOOD
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D41,2019-12-11,2019,2019-12-11T17:25:00Z,17,Clear,Clairlea-Birchmount
Non-Fatal Injury,Clear,Other,Major,Cyclist,East,D22,2019-12-13,2019,2019-12-13T16:53:00Z,16,Clear,Stonegate-Queensway
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D31,2019-12-13,2019,2019-12-13T20:41:00Z,20,Clear,Downsview
Non-Fatal Injury,Rain,Other,Major,Cyclist,West,D33,2019-12-14,2019,2019-12-14T17:05:00Z,17,Adverse,Banbury-Don Mills
Non-Fatal Injury,Rain,Other,Major,Pedestrian,North,D41,2019-12-14,2019,2019-12-14T18:15:00Z,18,Adverse,Dorset Park
Fatal,Other,Dark,Fatal,Pedestrian,South,D43,2019-12-15,2019,2019-12-15T12:09:00Z,12,Unknown,Bendale South
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D14,2019-12-22,2019,2019-12-22T10:55:00Z,10,Adverse,South Parkdale
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D43,2019-12-22,2019,2019-12-22T18:34:00Z,18,Adverse,Woburn North
Fatal,Clear,Other,Major,Pedestrian,Unknown,D43,2019-12-22,2019,2019-12-22T18:34:00Z,18,Adverse,Woburn North
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D43,2019-12-22,2019,2019-12-22T18:34:00Z,18,Adverse,Woburn North
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D31,2019-12-27,2019,2019-12-27T23:24:00Z,23,Clear,Glenfield-Jane Heights
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D55,2019-12-28,2019,2019-12-28T21:05:00Z,21,Clear,Old East York
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D13,2019-12-28,2019,2019-12-28T14:39:00Z,14,Clear,Corso Italia-Davenport
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D52,2019-12-28,2019,2019-12-28T15:14:00Z,15,Clear,Yonge-Bay Corridor
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,Unknown,D23,2019-12-28,2019,2019-12-28T17:40:00Z,17,Clear,West Humber-Clairville
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,East,D53,2020-01-04,2020,2020-01-04T18:50:00Z,18,Adverse,Leaside-Bennington
Fatal,Clear,Other,Fatal,Pedestrian,East,D51,2020-01-04,2020,2020-01-04T22:14:00Z,22,Clear,Downtown Yonge East
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D11,2020-01-06,2020,2020-01-06T15:55:00Z,15,Clear,Little Portugal
Non-Fatal Injury,Rain,Other,Major,Pedestrian,North,D55,2020-01-10,2020,2020-01-10T17:21:00Z,17,Adverse,Playter Estates-Danforth
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,South,D14,2020-01-11,2020,2020-01-11T16:25:00Z,16,Adverse,Harbourfront-CityPlace
Non-Fatal Injury,Rain,Other,Major,Pedestrian,South,D12,2020-01-11,2020,2020-01-11T19:38:00Z,19,Adverse,Mount Dennis
Non-Fatal Injury,Rain,Other,Major,Pedestrian,North,D13,2020-01-11,2020,2020-01-11T22:57:00Z,22,Adverse,Corso Italia-Davenport
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,South,D42,2020-01-14,2020,2020-01-14T18:12:00Z,18,Adverse,Malvern West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D22,2020-01-20,2020,2020-01-20T16:58:00Z,16,Unknown,Edenbridge-Humber Valley
Non-Fatal Injury,Rain,Other,Major,Pedestrian,South,D43,2020-01-26,2020,2020-01-26T19:32:00Z,19,Adverse,West Hill
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D43,2020-01-27,2020,2020-01-27T18:17:00Z,18,Clear,Highland Creek
Fatal,Clear,Other,Fatal,Pedestrian,South,D11,2020-01-27,2020,2020-01-27T20:30:00Z,20,Clear,Lambton Baby Point
Fatal,Clear,Daylight,Fatal,Pedestrian,North,D33,2020-01-29,2020,2020-01-29T16:34:00Z,16,Clear,Banbury-Don Mills
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D55,2020-01-31,2020,2020-01-31T10:14:00Z,10,Clear,Blake-Jones
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D51,2020-02-01,2020,2020-02-01T23:01:00Z,23,Clear,Downtown Yonge East
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D31,2020-02-07,2020,2020-02-07T19:15:00Z,19,Adverse,Oakdale-Beverley Heights
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D53,2020-02-11,2020,2020-02-11T13:55:00Z,13,Clear,Bedford Park-Nortown
Non-Fatal Injury,Clear,Daylight,None,Pedestrian,East,D53,2020-02-11,2020,2020-02-11T13:55:00Z,13,Clear,Bedford Park-Nortown
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D52,2020-02-13,2020,2020-02-13T23:45:00Z,23,Clear,St Lawrence-East Bayfront-The Islands
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D22,2020-02-17,2020,2020-02-17T19:49:00Z,19,Clear,Long Branch
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D31,2020-02-18,2020,2020-02-18T18:18:00Z,18,Adverse,Black Creek
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D42,2020-02-23,2020,2020-02-23T16:55:00Z,16,Clear,L'Amoreaux West
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D11,2020-02-25,2020,2020-02-25T21:05:00Z,21,Clear,Weston-Pelham Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D23,2020-02-29,2020,2020-02-29T17:16:00Z,17,Clear,West Humber-Clairville
Non-Fatal Injury,Rain,Daylight,Major,Pedestrian,North,D41,2020-03-02,2020,2020-03-02T14:10:00Z,14,Adverse,Birchcliffe-Cliffside
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,West,D31,2020-03-02,2020,2020-03-02T18:15:00Z,18,Adverse,York University Heights
Non-Fatal Injury,Rain,Daylight,Major,Pedestrian,North,D55,2020-03-03,2020,2020-03-03T15:20:00Z,15,Adverse,East End-Danforth
Non-Fatal Injury,Rain,Daylight,Major,Pedestrian,South,D22,2020-03-03,2020,2020-03-03T15:32:00Z,15,Adverse,Stonegate-Queensway
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D55,2020-03-06,2020,2020-03-06T13:52:00Z,13,Clear,East End-Danforth
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D43,2020-03-15,2020,2020-03-15T15:23:00Z,15,Clear,Cliffcrest
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,West,D43,2020-03-18,2020,2020-03-18T21:05:00Z,21,Adverse,West Hill
Non-Fatal Injury,Rain,Other,Major,Pedestrian,North,D32,2020-03-19,2020,2020-03-19T21:10:00Z,21,Adverse,Newtonbrook East
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D42,2020-03-25,2020,2020-03-25T20:32:00Z,20,Clear,Steeles
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D22,2020-03-29,2020,2020-03-29T15:35:00Z,15,Clear,Humber Bay Shores
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D31,2020-04-23,2020,2020-04-23T10:30:00Z,10,Clear,Downsview
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D43,2020-04-24,2020,2020-04-24T13:45:00Z,13,Clear,West Hill
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D51,2020-05-01,2020,2020-05-01T14:52:00Z,14,Clear,Moss Park
Non-Fatal Injury,Rain,Daylight,Major,Cyclist,East,D52,2020-05-02,2020,2020-05-02T15:38:00Z,15,Adverse,St Lawrence-East Bayfront-The Islands
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D52,2020-05-06,2020,2020-05-06T16:27:00Z,16,Clear,Harbourfront-CityPlace
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D43,2020-05-14,2020,2020-05-14T11:49:00Z,11,Clear,Scarborough Village
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,Unknown,D43,2020-05-14,2020,2020-05-14T11:49:00Z,11,Clear,Scarborough Village
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,Unknown,D43,2020-05-14,2020,2020-05-14T11:49:00Z,11,Clear,Scarborough Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D31,2020-05-26,2020,2020-05-26T19:40:00Z,19,Clear,Humber Summit
Non-Fatal Injury,Rain,Daylight,Major,Pedestrian,Unknown,D53,2020-05-28,2020,2020-05-28T17:39:00Z,17,Adverse,South Eglinton-Davisville
Non-Fatal Injury,Rain,Daylight,Minor,Pedestrian,Unknown,D53,2020-05-28,2020,2020-05-28T17:39:00Z,17,Adverse,South Eglinton-Davisville
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D14,2020-06-02,2020,2020-06-02T18:56:00Z,18,Clear,Palmerston-Little Italy
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D32,2020-06-08,2020,2020-06-08T16:56:00Z,16,Clear,Clanton Park
Non-Fatal Injury,Clear,Other,Major,Cyclist,South,D14,2020-06-09,2020,2020-06-09T21:48:00Z,21,Clear,Dufferin Grove
Non-Fatal Injury,Rain,Other,Major,Cyclist,North,D13,2020-06-10,2020,2020-06-10T21:15:00Z,21,Adverse,Englemount-Lawrence
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D51,2020-06-13,2020,2020-06-13T10:40:00Z,10,Clear,Moss Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D11,2020-06-24,2020,2020-06-24T11:30:00Z,11,Clear,Weston-Pelham Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D11,2020-06-24,2020,2020-06-24T13:57:00Z,13,Clear,Junction Area
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D55,2020-06-26,2020,2020-06-26T22:13:00Z,22,Clear,Blake-Jones
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D22,2020-06-27,2020,2020-06-27T16:43:00Z,16,Clear,Edenbridge-Humber Valley
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D31,2020-07-07,2020,2020-07-07T20:30:00Z,20,Clear,Oakdale-Beverley Heights
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,Unknown,D14,2020-07-20,2020,2020-07-20T12:00:00Z,12,Clear,West Queen West
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D11,2020-07-21,2020,2020-07-21T18:35:00Z,18,Clear,High Park-Swansea
Non-Fatal Injury,Clear,Daylight,None,Pedestrian,Unknown,D41,2020-07-24,2020,2020-07-24T15:54:00Z,15,Clear,Birchcliffe-Cliffside
Fatal,Clear,Other,Fatal,Pedestrian,South,D32,2020-07-26,2020,2020-07-26T21:19:00Z,21,Clear,Clanton Park
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D52,2020-07-30,2020,2020-07-30T13:40:00Z,13,Clear,Kensington-Chinatown
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D43,2020-08-06,2020,2020-08-06T15:57:00Z,15,Clear,Woburn North
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D51,2020-08-09,2020,2020-08-09T11:06:00Z,11,Clear,Downtown Yonge East
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D13,2020-08-10,2020,2020-08-10T11:17:00Z,11,Clear,Oakwood Village
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D22,2020-08-11,2020,2020-08-11T11:09:00Z,11,Clear,Islington
Fatal,Clear,Daylight,Minor,Pedestrian,East,D22,2020-08-11,2020,2020-08-11T11:09:00Z,11,Clear,Islington
Fatal,Clear,Daylight,Minor,Pedestrian,East,D22,2020-08-11,2020,2020-08-11T11:09:00Z,11,Clear,Islington
Fatal,Clear,Daylight,Fatal,Pedestrian,West,D13,2020-08-14,2020,2020-08-14T11:05:00Z,11,Clear,Yorkdale-Glen Park
Fatal,Clear,Daylight,Minor,Pedestrian,West,D13,2020-08-14,2020,2020-08-14T11:05:00Z,11,Clear,Yorkdale-Glen Park
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D32,2020-08-18,2020,2020-08-18T12:35:00Z,12,Clear,Newtonbrook West
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,Unknown,D31,2020-08-20,2020,2020-08-20T15:35:00Z,15,Clear,Downsview
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D13,2020-08-20,2020,2020-08-20T17:43:00Z,17,Clear,Forest Hill South
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D22,2020-08-25,2020,2020-08-25T10:11:00Z,10,Clear,Mimico-Queensway
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D51,2020-08-25,2020,2020-08-25T17:36:00Z,17,Clear,North St.James Town
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D41,2020-08-30,2020,2020-08-30T13:40:00Z,13,Clear,Cliffcrest
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D14,2020-09-01,2020,2020-09-01T12:38:00Z,12,Clear,Dufferin Grove
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D32,2020-09-04,2020,2020-09-04T20:30:00Z,20,Clear,Bedford Park-Nortown
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D43,2020-09-04,2020,2020-09-04T23:14:00Z,23,Clear,West Hill
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D51,2020-09-14,2020,2020-09-14T12:00:00Z,12,Clear,Downtown Yonge East
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D55,2020-09-14,2020,2020-09-14T17:22:00Z,17,Clear,South Riverdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D23,2020-09-17,2020,2020-09-17T15:44:00Z,15,Clear,West Humber-Clairville
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D55,2020-09-17,2020,2020-09-17T20:00:00Z,20,Clear,South Riverdale
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D51,2020-09-18,2020,2020-09-18T18:18:00Z,18,Clear,Church-Wellesley
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D13,2020-09-19,2020,2020-09-19T21:25:00Z,21,Clear,Corso Italia-Davenport
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D32,2020-09-20,2020,2020-09-20T11:01:00Z,11,Clear,Bathurst Manor
Fatal,Clear,Daylight,Fatal,Cyclist,East,D14,2020-09-20,2020,2020-09-20T18:12:00Z,18,Clear,Kensington-Chinatown
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D42,2020-09-20,2020,2020-09-20T20:58:00Z,20,Clear,Morningside Heights
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D42,2020-09-28,2020,2020-09-28T16:25:00Z,16,Clear,Agincourt North
Non-Fatal Injury,Rain,Other,Major,Pedestrian,West,D32,2020-10-04,2020,2020-10-04T19:06:00Z,19,Adverse,Bathurst Manor
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D32,2020-10-05,2020,2020-10-05T16:40:00Z,16,Clear,Bathurst Manor
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D52,2020-10-05,2020,2020-10-05T23:12:00Z,23,Clear,Yonge-Bay Corridor
Non-Fatal Injury,Rain,Daylight,Major,Pedestrian,East,D53,2020-10-08,2020,2020-10-08T14:10:00Z,14,Adverse,Bedford Park-Nortown
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D55,2020-10-11,2020,2020-10-11T11:20:00Z,11,Clear,The Beaches
Non-Fatal Injury,Clear,Other,Major,Cyclist,North,D41,2020-10-11,2020,2020-10-11T20:30:00Z,20,Clear,Birchcliffe-Cliffside
Fatal,Rain,Daylight,Fatal,Pedestrian,East,D33,2020-10-15,2020,2020-10-15T12:27:00Z,12,Adverse,Bayview Village
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D31,2020-10-17,2020,2020-10-17T19:09:00Z,19,Clear,Black Creek
Fatal,Clear,Daylight,Fatal,Pedestrian,Unknown,D14,2020-10-24,2020,2020-10-24T16:21:00Z,16,Clear,Annex
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D14,2020-10-28,2020,2020-10-28T12:41:00Z,12,Clear,Dufferin Grove
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D11,2020-11-01,2020,2020-11-01T13:00:00Z,13,Clear,Dufferin Grove
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D51,2020-11-04,2020,2020-11-04T12:41:00Z,12,Clear,St Lawrence-East Bayfront-The Islands
Fatal,Clear,Other,Fatal,Pedestrian,West,D13,2020-11-06,2020,2020-11-06T19:20:00Z,19,Clear,Yorkdale-Glen Park
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D43,2020-11-07,2020,2020-11-07T17:20:00Z,17,Clear,Morningside
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D42,2020-11-10,2020,2020-11-10T14:30:00Z,14,Clear,Agincourt South-Malvern West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D31,2020-11-11,2020,2020-11-11T10:17:00Z,10,Clear,Oakdale-Beverley Heights
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D51,2020-11-14,2020,2020-11-14T14:46:00Z,14,Clear,Cabbagetown-South St.James Town
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D13,2020-11-20,2020,2020-11-20T15:50:00Z,15,Clear,Caledonia-Fairbank
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,Unknown,D13,2020-11-20,2020,2020-11-20T15:50:00Z,15,Clear,Caledonia-Fairbank
Fatal,Clear,Dusk,Fatal,Cyclist,South,D22,2020-11-20,2020,2020-11-20T16:43:00Z,16,Clear,Mimico-Queensway
Non-Fatal Injury,Rain,Other,Major,Pedestrian,South,D41,2020-11-25,2020,2020-11-25T17:35:00Z,17,Adverse,Dorset Park
Non-Fatal Injury,Rain,Other,Major,Pedestrian,West,D13,2020-11-25,2020,2020-11-25T18:51:00Z,18,Adverse,Briar Hill-Belgravia
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D32,2020-11-29,2020,2020-11-29T22:00:00Z,22,Clear,Newtonbrook West
Non-Fatal Injury,Rain,Other,Minimal,Cyclist,South,D32,2020-11-30,2020,2020-11-30T11:10:00Z,11,Adverse,Willowdale West
Non-Fatal Injury,Rain,Other,Major,Pedestrian,South,D42,2020-11-30,2020,2020-11-30T18:29:00Z,18,Adverse,Tam O'Shanter-Sullivan
Non-Fatal Injury,Rain,Other,Major,Pedestrian,East,D42,2020-11-30,2020,2020-11-30T19:01:00Z,19,Adverse,L'Amoreaux West
Fatal,Clear,Daylight,Fatal,Cyclist,South,D14,2020-12-02,2020,2020-12-02T18:29:00Z,18,Clear,Dufferin Grove
Fatal,Clear,Other,Fatal,Pedestrian,East,D42,2020-12-05,2020,2020-12-05T17:16:00Z,17,Clear,Malvern West
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D43,2020-12-08,2020,2020-12-08T18:03:00Z,18,Clear,Bendale South
Non-Fatal Injury,Clear,Other,Major,Cyclist,South,D43,2020-12-09,2020,2020-12-09T18:43:00Z,18,Adverse,Woburn North
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D22,2020-12-12,2020,2020-12-12T18:11:00Z,18,Clear,Etobicoke West Mall
Fatal,Clear,Daylight,Fatal,Pedestrian,North,D41,2020-12-17,2020,2020-12-17T11:41:00Z,11,Clear,Wexford/Maryvale
Fatal,Clear,Daylight,Fatal,Pedestrian,Unknown,D41,2020-12-17,2020,2020-12-17T15:50:00Z,15,Clear,Birchcliffe-Cliffside
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,East,D51,2020-12-21,2020,2020-12-21T20:35:00Z,20,Adverse,North St.James Town
Non-Fatal Injury,Rain,Other,Major,Pedestrian,South,D51,2020-12-30,2020,2020-12-30T17:00:00Z,17,Adverse,Moss Park
Fatal,Rain,Other,Fatal,Pedestrian,Unknown,D42,2020-12-30,2020,2020-12-30T17:21:00Z,17,Adverse,Agincourt South-Malvern West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D14,2021-01-07,2021,2021-01-07T16:10:00Z,16,Clear,South Parkdale
Fatal,Clear,Other,Fatal,Pedestrian,North,D23,2021-01-12,2021,2021-01-12T19:03:00Z,19,Adverse,Thistletown-Beaumond Heights
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,East,D12,2021-01-15,2021,2021-01-15T18:05:00Z,18,Adverse,Keelesdale-Eglinton West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D33,2021-01-20,2021,2021-01-20T11:45:00Z,11,Clear,Don Valley Village
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D55,2021-01-20,2021,2021-01-20T11:57:00Z,11,Clear,Woodbine-Lumsden
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D31,2021-02-04,2021,2021-02-04T15:35:00Z,15,Clear,Downsview
Non-Fatal Injury,Clear,Dawn,Major,Pedestrian,West,D42,2021-02-04,2021,2021-02-04T17:47:00Z,17,Clear,Tam O'Shanter-Sullivan
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D13,2021-02-24,2021,2021-02-24T11:25:00Z,11,Adverse,Corso Italia-Davenport
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,Unknown,D13,2021-02-24,2021,2021-02-24T11:25:00Z,11,Adverse,Corso Italia-Davenport
Non-Fatal Injury,Clear,Daylight,None,Pedestrian,Unknown,D13,2021-02-24,2021,2021-02-24T11:25:00Z,11,Adverse,Corso Italia-Davenport
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D14,2021-03-04,2021,2021-03-04T11:43:00Z,11,Clear,South Parkdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D55,2021-03-11,2021,2021-03-11T14:40:00Z,14,Clear,O'Connor-Parkview
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D55,2021-03-12,2021,2021-03-12T19:12:00Z,19,Clear,Old East York
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D55,2021-03-12,2021,2021-03-12T19:12:00Z,19,Clear,Old East York
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D14,2021-03-14,2021,2021-03-14T18:04:00Z,18,Clear,Kensington-Chinatown
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D32,2021-03-18,2021,2021-03-18T10:56:00Z,10,Clear,Newtonbrook West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D53,2021-03-18,2021,2021-03-18T15:15:00Z,15,Clear,Mount Pleasant East
Fatal,Rain,Other,Fatal,Pedestrian,West,D42,2021-03-25,2021,2021-03-25T23:00:00Z,23,Adverse,Steeles
Non-Fatal Injury,Clear,Other,Major,Cyclist,West,D42,2021-03-27,2021,2021-03-27T22:35:00Z,22,Clear,L'Amoreaux West
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D12,2021-04-02,2021,2021-04-02T18:57:00Z,18,Clear,Brookhaven-Amesbury
Non-Fatal Injury,Clear,Other,Major,Pedestrian,None,D14,2021-04-04,2021,2021-04-04T21:20:00Z,21,Clear,Fort York-Liberty Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D14,2021-04-07,2021,2021-04-07T10:00:00Z,10,Clear,Wellington Place
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D55,2021-04-10,2021,2021-04-10T10:00:00Z,10,Clear,Greenwood-Coxwell
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D55,2021-04-15,2021,2021-04-15T12:12:00Z,12,Clear,South Riverdale
Fatal,Clear,Daylight,Fatal,Pedestrian,South,D31,2021-04-15,2021,2021-04-15T15:30:00Z,15,Clear,York University Heights
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D14,2021-04-15,2021,2021-04-15T18:00:00Z,18,Clear,Kensington-Chinatown
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D52,2021-05-03,2021,2021-05-03T18:24:00Z,18,Clear,Kensington-Chinatown
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D43,2021-05-12,2021,2021-05-12T10:40:00Z,10,Clear,West Rouge
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D12,2021-05-12,2021,2021-05-12T11:34:00Z,11,Clear,Mount Dennis
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D13,2021-05-19,2021,2021-05-19T17:52:00Z,17,Clear,Englemount-Lawrence
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D32,2021-05-20,2021,2021-05-20T17:38:00Z,17,Clear,East Willowdale
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D55,2021-05-22,2021,2021-05-22T22:00:00Z,22,Clear,The Beaches
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D55,2021-05-22,2021,2021-05-22T23:12:00Z,23,Clear,Flemingdon Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D14,2021-05-23,2021,2021-05-23T15:01:00Z,15,Clear,South Parkdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D13,2021-05-24,2021,2021-05-24T14:15:00Z,14,Clear,Corso Italia-Davenport
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D42,2021-05-26,2021,2021-05-26T17:29:00Z,17,Clear,Tam O'Shanter-Sullivan
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D53,2021-05-27,2021,2021-05-27T13:15:00Z,13,Clear,Casa Loma
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D52,2021-05-29,2021,2021-05-29T20:40:00Z,20,Clear,St Lawrence-East Bayfront-The Islands
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D11,2021-05-30,2021,2021-05-30T13:15:00Z,13,Clear,High Park-Swansea
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D22,2021-06-04,2021,2021-06-04T13:21:00Z,13,Clear,Edenbridge-Humber Valley
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D43,2021-06-05,2021,2021-06-05T21:20:00Z,21,Clear,West Hill
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D43,2021-06-05,2021,2021-06-05T21:20:00Z,21,Clear,West Hill
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D14,2021-06-08,2021,2021-06-08T14:44:00Z,14,Clear,West Queen West
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D42,2021-06-08,2021,2021-06-08T22:09:00Z,22,Clear,Steeles
Fatal,Clear,Daylight,Fatal,Pedestrian,North,D42,2021-06-13,2021,2021-06-13T13:15:00Z,13,Clear,L'Amoreaux West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D12,2021-06-18,2021,2021-06-18T15:50:00Z,15,Clear,Weston
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D33,2021-06-19,2021,2021-06-19T10:15:00Z,10,Clear,Henry Farm
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D53,2021-06-19,2021,2021-06-19T12:50:00Z,12,Clear,Mount Pleasant East
