DATE,TIME,ACCLASS,VISIBILITY,LIGHT,RDSFCOND,INJURY,INVTYPE,INITDIR,NEIGHBOURHOOD_158,DIVISION
2020-08-18,01:56,Near Miss,Snow,Dawn,Slush,None,Cyclist,NE,Neighbourhood 11,Division 3
2015-02-06,06:17,Collision,Fog,Dusk,Snow,None,Cyclist,SW,Neighbourhood 6,Division 3
2017-11-03,13:43,Collision,Rain,Dawn,Slush,Minor,Passenger,S,Neighbourhood 6,Division 2
2022-06-15,01:08,Collision,Snow,Dusk,Ice,None,Driver,W,Neighbourhood 7,Division 2
2021-12-26,13:30,Collision,Other,Daylight,Snow,None,Pedestrian,S,Neighbourhood 12,Division 1
2016-06-09,09:06,Collision,Other,Dusk,Ice,None,Pedestrian,E,Neighbourhood 13,Division 4
2023-11-10,01:39,Collision,Rain,Dawn,Ice,None,Passenger,NE,Neighbourhood 11,Division 5
2017-04-23,11:27,Near Miss,Fog,Daylight,Wet,None,Passenger,W,Neighbourhood 20,Division 4
2014-04-11,12:37,Near Miss,Other,Dusk,Ice,Major,Driver,SE,Neighbourhood 11,Division 2
2013-03-12,08:28,Near Miss,Clear,Dawn,Wet,None,Cyclist,NW,Neighbourhood 3,Division 1
2016-09-18,19:43,Collision,Snow,Dark,Slush,None,Pedestrian,S,Neighbourhood 11,Division 1
2022-01-29,13:04,Near Miss,Rain,Dusk,Wet,None,Driver,SW,Neighbourhood 2,Division 4
2021-08-30,08:20,Near Miss,Fog,Daylight,Ice,Minor,Passenger,N,Neighbourhood 3,Division 5
2017-02-17,05:08,Collision,Clear,Daylight,Dry,None,Cyclist,W,Neighbourhood 10,Division 2
2020-08-06,09:16,Collision,Other,Daylight,Slush,Minor,Cyclist,SW,Neighbourhood 5,Division 3
2019-09-08,21:09,Collision,Fog,Dawn,Slush,Minor,Passenger,N,Neighbourhood 16,Division 4
2019-01-09,08:08,Collision,Fog,Dark,Slush,Minor,Passenger,SW,Neighbourhood 10,Division 1
2022-06-08,19:10,Collision,Clear,Dark,Dry,None,Driver,E,Neighbourhood 19,Division 3
2016-12-03,19:31,Near Miss,Clear,Dawn,Dry,None,Pedestrian,NE,Neighbourhood 13,Division 1
2016-05-11,22:37,Near Miss,Clear,Dawn,Slush,Major,Cyclist,NW,Neighbourhood 16,Division 2
2019-08-21,03:30,Collision,Clear,Daylight,Ice,None,Pedestrian,SW,Neighbourhood 14,Division 4
2016-08-04,09:23,Collision,Snow,Dusk,Ice,Major,Pedestrian,N,Neighbourhood 14,Division 3
2019-08-22,22:49,Collision,Clear,Dusk,Snow,Minor,Driver,SW,Neighbourhood 17,Division 3
2015-09-26,18:52,Near Miss,Fog,Dawn,Snow,None,Passenger,E,Neighbourhood 14,Division 3
2021-02-16,22:05,Near Miss,Fog,Dawn,Dry,None,Passenger,S,Neighbourhood 19,Division 3
2013-03-02,04:24,Near Miss,Fog,Daylight,Wet,Major,Cyclist,N,Neighbourhood 17,Division 5
2019-10-29,07:08,Near Miss,Fog,Daylight,Wet,None,Cyclist,E,Neighbourhood 6,Division 2
2022-06-25,17:25,Collision,Snow,Dawn,Snow,None,Cyclist,E,Neighbourhood 15,Division 4
2018-05-09,10:45,Near Miss,Other,Daylight,Snow,None,Passenger,E,Neighbourhood 11,Division 3
2018-05-14,17:31,Near Miss,Other,Dark,Slush,Major,Pedestrian,NW,Neighbourhood 7,Division 1
2013-12-06,02:03,Near Miss,Fog,Dark,Ice,None,Pedestrian,S,Neighbourhood 7,Division 3
2017-05-20,05:04,Near Miss,Other,Dawn,Wet,None,Passenger,NW,Neighbourhood 11,Division 2
2021-01-30,00:11,Collision,Snow,Dark,Slush,None,Driver,SW,Neighbourhood 16,Division 4
2023-06-02,20:41,Near Miss,Other,Dark,Slush,None,Cyclist,SW,Neighbourhood 18,Division 2
2018-07-05,19:07,Near Miss,Other,Daylight,Wet,Fatal,Cyclist,SW,Neighbourhood 16,Division 4
2013-05-25,19:11,Near Miss,Clear,Dark,Dry,None,Pedestrian,SW,Neighbourhood 1,Division 2
2019-09-24,07:41,Collision,Fog,Dusk,Ice,None,Driver,SW,Neighbourhood 12,Division 3
2014-03-21,08:56,Collision,Clear,Dark,Slush,Minor,Cyclist,E,Neighbourhood 1,Division 1
2014-09-28,13:33,Collision,Clear,Daylight,Wet,None,Driver,NE,Neighbourhood 12,Division 3
2014-09-23,09:45,Near Miss,Rain,Dark,Wet,Major,Cyclist,SW,Neighbourhood 9,Division 4
2015-12-15,05:46,Near Miss,Snow,Dark,Dry,None,Driver,W,Neighbourhood 17,Division 5
2016-02-14,15:37,Near Miss,Rain,Dusk,Ice,None,Passenger,N,Neighbourhood 14,Division 1
2021-10-03,02:30,Collision,Fog,Dark,Snow,Minor,Passenger,E,Neighbourhood 17,Division 5
2017-12-29,08:10,Near Miss,Clear,Dawn,Snow,Minor,Pedestrian,E,Neighbourhood 16,Division 3
2018-02-16,14:38,Collision,Other,Dusk,Slush,None,Passenger,NW,Neighbourhood 14,Division 3
2019-05-19,15:40,Near Miss,Other,Dusk,Dry,None,Cyclist,SW,Neighbourhood 9,Division 5
2016-08-25,19:46,Collision,Fog,Daylight,Wet,None,Pedestrian,N,Neighbourhood 1,Division 2
2021-04-27,02:58,Collision,Other,Daylight,Ice,None,Pedestrian,N,Neighbourhood 4,Division 2
2014-04-04,04:04,Near Miss,Snow,Dark,Snow,None,Passenger,W,Neighbourhood 4,Division 1
2023-04-18,04:41,Collision,Other,Daylight,Snow,Minor,Pedestrian,NE,Neighbourhood 16,Division 4
2014-09-10,04:02,Collision,Snow,Dark,Wet,Minor,Driver,S,Neighbourhood 3,Division 4
2018-12-01,14:30,Collision,Fog,Dusk,Snow,Minor,Passenger,W,Neighbourhood 16,Division 5
2014-10-28,07:13,Near Miss,Rain,Daylight,Dry,None,Cyclist,NW,Neighbourhood 17,Division 5
2019-09-19,13:17,Collision,Other,Daylight,Snow,Minor,Pedestrian,E,Neighbourhood 4,Division 4
2017-10-18,16:09,Collision,Other,Daylight,Slush,Minor,Passenger,NW,Neighbourhood 17,Division 1
2021-03-23,00:39,Collision,Clear,Daylight,Slush,None,Cyclist,NE,Neighbourhood 9,Division 1
2022-09-28,01:57,Near Miss,Snow,Dark,Snow,Minor,Pedestrian,SW,Neighbourhood 18,Division 3
2014-07-09,04:26,Near Miss,Fog,Daylight,Slush,Minor,Driver,NE,Neighbourhood 1,Division 4
2018-10-16,12:23,Collision,Snow,Dusk,Ice,Minor,Cyclist,NW,Neighbourhood 18,Division 4
2020-10-01,22:11,Near Miss,Clear,Dawn,Dry,Major,Driver,NW,Neighbourhood 15,Division 4
2015-01-29,13:02,Near Miss,Rain,Daylight,Wet,None,Pedestrian,NW,Neighbourhood 14,Division 1
2013-07-31,06:12,Collision,Snow,Daylight,Slush,None,Passenger,SW,Neighbourhood 13,Division 2
2018-05-31,07:06,Collision,Snow,Dawn,Ice,Minor,Passenger,S,Neighbourhood 2,Division 2
2020-01-29,08:38,Collision,Other,Dawn,Slush,None,Cyclist,SE,Neighbourhood 9,Division 1
2019-11-30,05:02,Near Miss,Clear,Dusk,Snow,None,Cyclist,SE,Neighbourhood 18,Division 2
2018-04-06,12:33,Near Miss,Fog,Dusk,Snow,None,Pedestrian,NE,Neighbourhood 11,Division 3
2014-12-08,13:28,Near Miss,Snow,Dawn,Dry,Major,Cyclist,E,Neighbourhood 7,Division 3
2017-09-24,22:13,Collision,Fog,Dusk,Ice,None,Cyclist,SW,Neighbourhood 15,Division 2
2014-06-02,06:45,Collision,Snow,Dark,Ice,None,Driver,W,Neighbourhood 4,Division 1
2020-07-15,07:12,Near Miss,Fog,Dusk,Snow,Minor,Cyclist,NE,Neighbourhood 12,Division 4
2022-06-22,19:52,Collision,Fog,Daylight,Snow,None,Cyclist,NE,Neighbourhood 18,Division 4
2019-01-30,22:00,Collision,Other,Dark,Dry,Minor,Pedestrian,W,Neighbourhood 20,Division 4
2020-08-28,19:49,Near Miss,Fog,Dawn,Slush,None,Cyclist,NE,Neighbourhood 5,Division 2
2016-01-23,17:38,Near Miss,Clear,Dawn,Wet,Minor,Pedestrian,SE,Neighbourhood 11,Division 2
2019-10-08,04:33,Collision,Other,Dark,Slush,None,Passenger,SE,Neighbourhood 13,Division 1
2018-09-02,01:01,Near Miss,Snow,Dawn,Dry,Major,Passenger,NW,Neighbourhood 15,Division 2
2016-02-26,06:25,Collision,Snow,Dawn,Dry,None,Passenger,E,Neighbourhood 18,Division 2
2018-07-19,13:54,Collision,Fog,Daylight,Ice,Major,Passenger,NE,Neighbourhood 9,Division 3
2019-05-27,15:08,Near Miss,Clear,Dusk,Dry,Major,Pedestrian,SW,Neighbourhood 20,Division 3
2014-11-01,18:36,Near Miss,Clear,Daylight,Snow,None,Pedestrian,E,Neighbourhood 15,Division 5
2022-10-16,22:59,Collision,Other,Dawn,Slush,None,Passenger,S,Neighbourhood 14,Division 4
2018-06-20,15:20,Near Miss,Fog,Dawn,Dry,Minor,Driver,NE,Neighbourhood 5,Division 1
2016-09-01,10:33,Near Miss,Other,Daylight,Ice,Major,Driver,SE,Neighbourhood 18,Division 3
2023-06-30,16:22,Near Miss,Clear,Dark,Dry,None,Cyclist,S,Neighbourhood 12,Division 2
2022-12-28,09:01,Near Miss,Fog,Dawn,Slush,None,Pedestrian,N,Neighbourhood 8,Division 4
2016-05-20,05:03,Near Miss,Other,Dawn,Slush,None,Driver,NW,Neighbourhood 1,Division 1
2015-06-14,22:59,Collision,Clear,Dawn,Snow,None,Driver,S,Neighbourhood 8,Division 3
2016-04-27,12:20,Collision,Other,Dusk,Snow,Major,Cyclist,SE,Neighbourhood 14,Division 5
2022-10-19,17:22,Near Miss,Rain,Daylight,Slush,Minor,Driver,N,Neighbourhood 10,Division 2
2019-10-26,01:22,Collision,Snow,Dawn,Snow,None,Pedestrian,S,Neighbourhood 17,Division 5
2021-01-05,03:50,Collision,Fog,Dawn,Slush,None,Driver,NE,Neighbourhood 16,Division 2
2019-09-17,08:34,Near Miss,Clear,Dusk,Slush,None,Cyclist,SW,Neighbourhood 7,Division 5
2015-04-05,20:04,Collision,Other,Dawn,Snow,None,Pedestrian,SE,Neighbourhood 7,Division 4
2014-01-13,21:41,Collision,Snow,Dark,Snow,Major,Pedestrian,SE,Neighbourhood 20,Division 2
2018-04-16,20:42,Near Miss,Snow,Daylight,Slush,None,Cyclist,S,Neighbourhood 14,Division 2
2021-11-23,02:43,Near Miss,Other,Dark,Wet,Minor,Driver,SE,Neighbourhood 11,Division 5
2019-03-31,04:56,Near Miss,Rain,Dawn,Snow,Minor,Cyclist,SW,Neighbourhood 16,Division 1
2020-04-10,09:46,Collision,Other,Daylight,Wet,None,Passenger,SE,Neighbourhood 10,Division 5
2014-03-19,16:00,Near Miss,Other,Dark,Snow,Major,Driver,E,Neighbourhood 1,Division 1
2013-10-14,15:10,Near Miss,Clear,Daylight,Ice,Minor,Driver,E,Neighbourhood 10,Division 4
2020-02-27,12:40,Collision,Clear,Daylight,Ice,Minor,Passenger,NW,Neighbourhood 10,Division 5
2023-02-09,16:34,Collision,Clear,Dawn,Ice,None,Pedestrian,S,Neighbourhood 18,Division 5
2020-07-26,04:22,Collision,Rain,Dark,Slush,Minor,Pedestrian,NE,Neighbourhood 17,Division 3
2015-03-01,07:45,Collision,Fog,Daylight,Snow,None,Cyclist,N,Neighbourhood 20,Division 4
2023-11-10,19:58,Near Miss,Rain,Dawn,Dry,None,Passenger,N,Neighbourhood 5,Division 1
2018-08-26,07:17,Near Miss,Clear,Daylight,Snow,Minor,Driver,N,Neighbourhood 6,Division 1
2021-12-13,22:42,Near Miss,Snow,Dark,Dry,Minor,Passenger,S,Neighbourhood 1,Division 1
2017-10-06,09:53,Collision,Other,Daylight,Slush,Minor,Cyclist,E,Neighbourhood 2,Division 5
2021-08-30,04:05,Near Miss,Snow,Dark,Wet,None,Cyclist,NE,Neighbourhood 8,Division 3
2013-03-06,06:17,Collision,Rain,Dark,Ice,Minor,Pedestrian,SE,Neighbourhood 19,Division 1
2023-09-15,02:17,Near Miss,Rain,Dawn,Wet,Major,Cyclist,E,Neighbourhood 5,Division 2
2014-10-16,01:42,Near Miss,Rain,Daylight,Dry,Minor,Pedestrian,SW,Neighbourhood 16,Division 1
2020-03-08,00:30,Near Miss,Fog,Dawn,Ice,Major,Driver,N,Neighbourhood 6,Division 2
2016-10-27,07:13,Collision,Snow,Dark,Snow,None,Cyclist,SE,Neighbourhood 20,Division 2
2021-02-05,08:49,Collision,Fog,Dusk,Wet,None,Driver,SE,Neighbourhood 11,Division 1
2017-07-07,14:17,Near Miss,Clear,Dusk,Dry,None,Driver,NW,Neighbourhood 19,Division 5
2018-12-13,21:55,Collision,Clear,Dark,Snow,None,Passenger,S,Neighbourhood 9,Division 5
2021-01-08,05:00,Collision,Rain,Dusk,Wet,None,Driver,S,Neighbourhood 15,Division 5
2022-04-12,20:14,Near Miss,Rain,Daylight,Ice,Minor,Passenger,NE,Neighbourhood 7,Division 4
2017-02-06,02:49,Near Miss,Rain,Dark,Snow,Minor,Pedestrian,W,Neighbourhood 3,Division 3
2022-10-06,22:56,Near Miss,Other,Dusk,Wet,None,Cyclist,SE,Neighbourhood 7,Division 2
2013-04-07,16:31,Near Miss,Snow,Daylight,Slush,Major,Passenger,SE,Neighbourhood 1,Division 3
2020-08-10,00:53,Collision,Other,Daylight,Wet,None,Cyclist,E,Neighbourhood 14,Division 3
2014-10-17,16:09,Near Miss,Snow,Dusk,Ice,None,Passenger,N,Neighbourhood 11,Division 2
2014-12-31,10:47,Collision,Fog,Daylight,Slush,None,Driver,SE,Neighbourhood 9,Division 3
2014-01-25,05:02,Near Miss,Snow,Daylight,Dry,Major,Pedestrian,SW,Neighbourhood 9,Division 3
2013-02-26,22:08,Collision,Rain,Dawn,Ice,None,Passenger,N,Neighbourhood 15,Division 5
2014-12-28,13:40,Near Miss,Other,Dusk,Wet,None,Cyclist,SW,Neighbourhood 3,Division 5
2020-05-12,20:25,Collision,Other,Dark,Wet,None,Cyclist,W,Neighbourhood 3,Division 5
2016-05-20,07:46,Near Miss,Snow,Dusk,Wet,None,Driver,W,Neighbourhood 5,Division 5
2014-09-01,09:13,Near Miss,Rain,Dusk,Slush,None,Pedestrian,E,Neighbourhood 12,Division 2
2015-11-22,06:10,Near Miss,Rain,Dawn,Dry,None,Passenger,S,Neighbourhood 7,Division 2
2021-05-19,19:34,Collision,Rain,Dark,Wet,None,Passenger,SE,Neighbourhood 12,Division 5
2014-04-26,11:36,Collision,Other,Dark,Snow,None,Passenger,NE,Neighbourhood 4,Division 5
2022-04-29,15:03,Near Miss,Other,Dark,Dry,Minor,Driver,SE,Neighbourhood 2,Division 1
2016-08-13,05:33,Near Miss,Clear,Dark,Snow,Minor,Cyclist,N,Neighbourhood 3,Division 2
2016-02-16,03:56,Collision,Fog,Dark,Wet,None,Cyclist,SE,Neighbourhood 20,Division 1
2013-07-30,11:43,Near Miss,Clear,Dark,Snow,Minor,Driver,SW,Neighbourhood 16,Division 2
2016-08-26,04:50,Collision,Fog,Dawn,Wet,None,Pedestrian,NW,Neighbourhood 5,Division 4
2019-02-28,04:13,Near Miss,Snow,Dusk,Wet,None,Pedestrian,NE,Neighbourhood 6,Division 4
2022-04-07,10:55,Collision,Clear,Daylight,Slush,None,Cyclist,NE,Neighbourhood 15,Division 4
2014-11-09,00:39,Collision,Fog,Dawn,Snow,Minor,Pedestrian,NW,Neighbourhood 12,Division 1
2022-09-27,05:09,Near Miss,Fog,Dawn,Snow,None,Driver,NW,Neighbourhood 10,Division 2
2014-11-28,08:09,Near Miss,Snow,Dusk,Wet,Minor,Cyclist,W,Neighbourhood 2,Division 1
2023-04-04,04:26,Collision,Clear,Dusk,Dry,None,Driver,N,Neighbourhood 17,Division 4
2021-02-25,21:33,Collision,Other,Dark,Wet,None,Driver,W,Neighbourhood 7,Division 4
2017-10-25,04:29,Near Miss,Other,Dusk,Ice,Minor,Passenger,W,Neighbourhood 10,Division 3
2021-06-20,17:54,Near Miss,Other,Dark,Snow,Minor,Pedestrian,N,Neighbourhood 6,Division 1
2014-12-03,01:57,Near Miss,Other,Dark,Wet,Minor,Passenger,N,Neighbourhood 16,Division 5
2016-09-21,06:11,Collision,Rain,Dark,Snow,None,Pedestrian,SE,Neighbourhood 18,Division 4
2020-01-06,02:56,Near Miss,Rain,Daylight,Slush,None,Passenger,SE,Neighbourhood 1,Division 1
2016-09-23,02:03,Near Miss,Rain,Dawn,Ice,Minor,Cyclist,S,Neighbourhood 18,Division 4
2014-02-03,10:03,Collision,Rain,Dusk,Snow,Minor,Cyclist,NW,Neighbourhood 19,Division 3
2020-10-24,01:12,Near Miss,Other,Daylight,Slush,Minor,Cyclist,N,Neighbourhood 6,Division 5
2017-04-26,00:12,Collision,Clear,Dawn,Slush,Minor,Passenger,SW,Neighbourhood 16,Division 5
2019-01-18,14:51,Near Miss,Clear,Daylight,Dry,Major,Passenger,SW,Neighbourhood 6,Division 2
2019-03-09,11:46,Collision,Other,Dawn,Dry,None,Passenger,W,Neighbourhood 10,Division 3
2016-01-27,04:32,Collision,Rain,Daylight,Ice,None,Cyclist,NE,Neighbourhood 19,Division 2
2015-01-29,18:17,Collision,Rain,Dawn,Snow,None,Pedestrian,E,Neighbourhood 19,Division 1
2014-01-10,12:39,Near Miss,Snow,Daylight,Ice,None,Pedestrian,SE,Neighbourhood 16,Division 1
2017-12-19,17:38,Near Miss,Fog,Dawn,Snow,Minor,Pedestrian,N,Neighbourhood 14,Division 4
2022-04-25,15:41,Collision,Snow,Daylight,Ice,Minor,Cyclist,S,Neighbourhood 16,Division 2
2015-02-27,05:44,Near Miss,Clear,Dawn,Wet,None,Driver,W,Neighbourhood 17,Division 1
2020-02-06,15:16,Collision,Clear,Daylight,Ice,None,Cyclist,NE,Neighbourhood 18,Division 2
2014-09-24,20:22,Collision,Other,Dark,Snow,None,Pedestrian,NW,Neighbourhood 1,Division 2
2022-08-20,23:02,Collision,Rain,Dawn,Slush,None,Passenger,E,Neighbourhood 15,Division 2
2014-12-26,00:17,Collision,Fog,Daylight,Dry,Minor,Driver,NW,Neighbourhood 7,Division 2
2019-09-04,20:21,Collision,Fog,Daylight,Snow,None,Passenger,N,Neighbourhood 16,Division 5
2013-03-17,22:18,Near Miss,Rain,Daylight,Dry,None,Driver,NW,Neighbourhood 7,Division 1
2016-11-16,07:56,Collision,Clear,Daylight,Snow,None,Driver,N,Neighbourhood 6,Division 3
2017-11-19,00:31,Near Miss,Other,Dusk,Dry,None,Passenger,S,Neighbourhood 4,Division 1
2019-07-05,04:49,Near Miss,Snow,Dark,Snow,Major,Passenger,S,Neighbourhood 2,Division 1
2022-12-06,14:35,Near Miss,Clear,Dark,Slush,None,Passenger,SE,Neighbourhood 10,Division 3
2019-10-23,10:25,Collision,Other,Dawn,Wet,None,Pedestrian,W,Neighbourhood 20,Division 1
2018-05-15,03:43,Near Miss,Clear,Dark,Snow,None,Passenger,SW,Neighbourhood 20,Division 4
2022-01-13,17:39,Collision,Other,Dawn,Wet,None,Passenger,NE,Neighbourhood 7,Division 2
2013-02-20,12:20,Near Miss,Clear,Daylight,Snow,None,Pedestrian,NE,Neighbourhood 3,Division 2
2023-01-20,09:05,Near Miss,Rain,Dark,Dry,Minor,Passenger,SW,Neighbourhood 8,Division 1
2020-10-10,05:29,Collision,Fog,Dark,Slush,None,Driver,N,Neighbourhood 3,Division 3
2019-03-20,02:23,Near Miss,Snow,Dark,Dry,Minor,Passenger,W,Neighbourhood 6,Division 5
2021-10-06,13:54,Collision,Clear,Daylight,Ice,Minor,Cyclist,SW,Neighbourhood 5,Division 2
2019-02-24,16:55,Near Miss,Clear,Dark,Wet,None,Passenger,S,Neighbourhood 16,Division 2
2016-05-27,15:40,Collision,Snow,Dark,Wet,None,Pedestrian,E,Neighbourhood 12,Division 5
2016-09-22,08:21,Collision,Snow,Dusk,Snow,None,Passenger,S,Neighbourhood 18,Division 5
2016-01-06,14:09,Collision,Fog,Daylight,Snow,Major,Passenger,SW,Neighbourhood 7,Division 1
2015-07-31,07:25,Collision,Fog,Dawn,Snow,None,Cyclist,SW,Neighbourhood 14,Division 5
2016-05-06,04:11,Near Miss,Clear,Daylight,Snow,Minor,Pedestrian,SW,Neighbourhood 17,Division 2
2018-05-25,07:20,Collision,Rain,Dark,Ice,None,Passenger,S,Neighbourhood 8,Division 1
2018-06-24,18:14,Collision,Other,Daylight,Ice,Minor,Driver,NW,Neighbourhood 10,Division 3
2014-11-26,15:15,Near Miss,Snow,Dusk,Ice,None,Cyclist,NW,Neighbourhood 10,Division 4
2018-01-27,16:40,Near Miss,Snow,Dawn,Slush,None,Cyclist,N,Neighbourhood 7,Division 5
2016-09-21,13:21,Collision,Other,Dark,Slush,None,Cyclist,E,Neighbourhood 2,Division 3
2018-05-24,02:06,Collision,Clear,Dawn,Snow,None,Cyclist,S,Neighbourhood 12,Division 3
2018-09-07,23:12,Collision,Fog,Dusk,Snow,None,Driver,S,Neighbourhood 11,Division 2
2017-12-10,23:31,Near Miss,Snow,Daylight,Ice,None,Pedestrian,NW,Neighbourhood 11,Division 2
2020-04-18,21:06,Near Miss,Clear,Daylight,Dry,None,Cyclist,E,Neighbourhood 7,Division 1
2017-12-03,18:14,Near Miss,Snow,Dawn,Dry,None,Passenger,N,Neighbourhood 4,Division 4
2018-08-12,05:30,Near Miss,Other,Dawn,Dry,None,Pedestrian,NE,Neighbourhood 8,Division 3
2020-06-03,04:26,Near Miss,Snow,Dusk,Ice,None,Passenger,E,Neighbourhood 2,Division 3
2017-07-10,19:40,Near Miss,Fog,Dark,Snow,Minor,Cyclist,N,Neighbourhood 6,Division 2
2013-11-17,12:18,Collision,Fog,Dusk,Wet,None,Cyclist,E,Neighbourhood 4,Division 1
2021-06-07,18:36,Near Miss,Snow,Dark,Ice,None,Passenger,W,Neighbourhood 18,Division 5
2019-06-02,01:46,Near Miss,Snow,Dark,Ice,Major,Cyclist,W,Neighbourhood 15,Division 1
2023-02-04,21:39,Collision,Fog,Dark,Snow,None,Pedestrian,SW,Neighbourhood 13,Division 2
2021-07-06,03:59,Collision,Other,Daylight,Snow,None,Driver,S,Neighbourhood 2,Division 1
2023-03-30,16:14,Near Miss,Snow,Dusk,Wet,Minor,Driver,SE,Neighbourhood 9,Division 2
2019-02-07,04:02,Collision,Other,Daylight,Wet,Minor,Passenger,SW,Neighbourhood 18,Division 5
2020-02-08,16:53,Near Miss,Other,Daylight,Dry,Minor,Driver,NE,Neighbourhood 19,Division 5
2019-03-13,01:06,Collision,Other,Daylight,Snow,None,Driver,SW,Neighbourhood 19,Division 3
2017-06-18,19:46,Near Miss,Other,Daylight,Ice,None,Pedestrian,S,Neighbourhood 8,Division 1
2019-06-29,21:39,Collision,Fog,Daylight,Ice,None,Passenger,SE,Neighbourhood 16,Division 1
2023-01-13,21:11,Collision,Fog,Dusk,Wet,None,Cyclist,E,Neighbourhood 16,Division 4
2014-05-07,08:02,Collision,Rain,Dusk,Ice,None,Pedestrian,W,Neighbourhood 13,Division 3
2017-12-03,03:19,Near Miss,Clear,Dark,Snow,None,Driver,E,Neighbourhood 10,Division 4
2021-11-02,04:46,Near Miss,Other,Dawn,Slush,None,Pedestrian,W,Neighbourhood 11,Division 3
2023-05-08,17:45,Near Miss,Other,Dawn,Wet,None,Passenger,NW,Neighbourhood 3,Division 3
2017-06-12,08:32,Collision,Rain,Dusk,Slush,Minor,Cyclist,W,Neighbourhood 11,Division 2
2016-11-30,11:19,Near Miss,Other,Dark,Snow,Minor,Pedestrian,SE,Neighbourhood 19,Division 2
2013-03-29,23:42,Near Miss,Clear,Daylight,Ice,Minor,Passenger,NW,Neighbourhood 7,Division 3
2021-02-27,17:54,Collision,Clear,Daylight,Dry,Minor,Driver,SW,Neighbourhood 3,Division 2
2017-07-05,21:41,Collision,Other,Daylight,Slush,Minor,Passenger,E,Neighbourhood 19,Division 2
2013-04-05,11:38,Near Miss,Clear,Daylight,Wet,None,Passenger,N,Neighbourhood 3,Division 2
2019-06-23,06:21,Collision,Clear,Dusk,Ice,None,Driver,NW,Neighbourhood 10,Division 2
2015-12-11,15:45,Near Miss,Fog,Dark,Dry,None,Cyclist,E,Neighbourhood 8,Division 5
2015-07-16,17:15,Near Miss,Other,Dusk,Ice,None,Pedestrian,W,Neighbourhood 10,Division 1
2018-11-16,09:30,Near Miss,Clear,Dark,Dry,None,Passenger,NE,Neighbourhood 1,Division 1
2015-03-09,20:47,Collision,Clear,Dusk,Ice,None,Passenger,S,Neighbourhood 5,Division 5
2022-06-22,08:43,Collision,Rain,Dawn,Snow,None,Cyclist,E,Neighbourhood 8,Division 3
2018-01-04,02:17,Collision,Clear,Daylight,Ice,None,Driver,S,Neighbourhood 20,Division 4
2015-06-19,06:45,Collision,Clear,Dark,Snow,Minor,Pedestrian,E,Neighbourhood 16,Division 1
2017-02-25,09:18,Near Miss,Rain,Dark,Snow,None,Pedestrian,N,Neighbourhood 7,Division 1
2014-06-22,01:40,Collision,Fog,Dawn,Ice,None,Driver,W,Neighbourhood 17,Division 1
